Series Name,"Series Code","Country Name","Country Code","Time","Time Code","Value"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Germany","DEU","2017","YR2017","74.072"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Germany","DEU","2018","YR2018","73.74"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Germany","DEU","2019","YR2019","74.372"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Germany","DEU","2020","YR2020","72.689"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Germany","DEU","2021","YR2021","73.013"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Germany","DEU","2022","YR2022","72.721"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Germany","DEU","2023","YR2023","73.015"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Germany","DEU","2024","YR2024","73.112"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","France","FRA","2013","YR2013","76.164"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","France","FRA","2014","YR2014","77.381"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","France","FRA","2015","YR2015","77.515"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","France","FRA","2016","YR2016","77.289"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","France","FRA","2017","YR2017","76.602"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","France","FRA","2018","YR2018","76.548"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","France","FRA","2019","YR2019","76.637"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","France","FRA","2020","YR2020","75.651"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","France","FRA","2021","YR2021","77.388"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","France","FRA","2022","YR2022","77.286"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","France","FRA","2023","YR2023","77.218"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","France","FRA","2024","YR2024","77.4"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Australia","AUS","2013","YR2013","82.581"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Australia","AUS","2014","YR2014","81.277"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Australia","AUS","2015","YR2015","82.086"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Australia","AUS","2016","YR2016","81.42"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Australia","AUS","2017","YR2017","81.796"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Australia","AUS","2018","YR2018","78.824"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Australia","AUS","2019","YR2019","79.215"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Australia","AUS","2020","YR2020","78.315"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Australia","AUS","2021","YR2021","78.939"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Australia","AUS","2022","YR2022","78.775"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Australia","AUS","2023","YR2023","79.332"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Australia","AUS","2024","YR2024","79.454"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Austria","AUT","2013","YR2013","77.013"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Austria","AUT","2014","YR2014","76.676"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Austria","AUT","2015","YR2015","76.79"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Austria","AUT","2016","YR2016","76.749"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Austria","AUT","2017","YR2017","77.229"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Austria","AUT","2018","YR2018","76.643"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Austria","AUT","2019","YR2019","76.606"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Austria","AUT","2020","YR2020","76.765"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Austria","AUT","2021","YR2021","76.768"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Austria","AUT","2022","YR2022","79.946"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Austria","AUT","2023","YR2023","79.741"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Austria","AUT","2024","YR2024","79.589"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Brazil","BRA","2013","YR2013","81.478"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Brazil","BRA","2014","YR2014","82.883"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Brazil","BRA","2015","YR2015","83.271"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Brazil","BRA","2016","YR2016","83.492"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Brazil","BRA","2017","YR2017","83.461"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Brazil","BRA","2018","YR2018","83.228"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Brazil","BRA","2019","YR2019","83.399"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Brazil","BRA","2020","YR2020","80.02"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Brazil","BRA","2021","YR2021","80.86"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Brazil","BRA","2022","YR2022","82.262"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Brazil","BRA","2023","YR2023","82.136"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Brazil","BRA","2024","YR2024","82.268"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Belgium","BEL","2013","YR2013","75.745"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Belgium","BEL","2014","YR2014","75.737"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Belgium","BEL","2015","YR2015","75.022"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Belgium","BEL","2016","YR2016","75.054"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Belgium","BEL","2017","YR2017","75.717"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Belgium","BEL","2018","YR2018","74.824"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Belgium","BEL","2019","YR2019","75.138"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Belgium","BEL","2020","YR2020","75.472"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Belgium","BEL","2021","YR2021","75.313"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Belgium","BEL","2022","YR2022","75.994"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Belgium","BEL","2023","YR2023","75.902"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Belgium","BEL","2024","YR2024","75.264"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Ireland","IRL","2013","YR2013","81.398"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Ireland","IRL","2014","YR2014","80.534"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Ireland","IRL","2015","YR2015","80.933"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Ireland","IRL","2016","YR2016","80.82"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Ireland","IRL","2017","YR2017","81.11"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Ireland","IRL","2018","YR2018","81.308"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Ireland","IRL","2019","YR2019","81.153"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Ireland","IRL","2020","YR2020","80.606"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Ireland","IRL","2021","YR2021","81.954"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Ireland","IRL","2022","YR2022","83.201"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Ireland","IRL","2023","YR2023","82.42"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Ireland","IRL","2024","YR2024","82.576"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Switzerland","CHE","2013","YR2013","81.296"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Switzerland","CHE","2014","YR2014","80.685"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Switzerland","CHE","2015","YR2015","80.574"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Switzerland","CHE","2016","YR2016","80.987"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Switzerland","CHE","2017","YR2017","81.037"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Switzerland","CHE","2018","YR2018","81.36"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Switzerland","CHE","2019","YR2019","81.693"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Switzerland","CHE","2020","YR2020","81.272"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Switzerland","CHE","2021","YR2021","80.847"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Switzerland","CHE","2022","YR2022","79.766"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Switzerland","CHE","2023","YR2023","80.435"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Switzerland","CHE","2024","YR2024","80.044"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","United States","USA","2013","YR2013","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","United States","USA","2014","YR2014","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","United States","USA","2015","YR2015","91.3460311889648"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","United States","USA","2016","YR2016","92.6043090820312"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","United States","USA","2017","YR2017","90.7703323364258"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","United States","USA","2018","YR2018","90.6240310668945"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","United States","USA","2019","YR2019","90.4247589111328"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","United States","USA","2020","YR2020","90.0018997192383"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","United States","USA","2021","YR2021","90.4010391235352"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","United States","USA","2022","YR2022","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","United States","USA","2023","YR2023","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","United States","USA","2024","YR2024","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","United Kingdom","GBR","2013","YR2013","97.3239669799805"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","United Kingdom","GBR","2014","YR2014","97.2889175415039"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","United Kingdom","GBR","2015","YR2015","97.3840789794922"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","United Kingdom","GBR","2016","YR2016","97.6972198486328"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","United Kingdom","GBR","2017","YR2017","97.4917297363281"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","United Kingdom","GBR","2018","YR2018","97.6850814819336"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","United Kingdom","GBR","2019","YR2019","97.8219985961914"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","United Kingdom","GBR","2020","YR2020","91.9917678833008"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","United Kingdom","GBR","2021","YR2021","92.3381271362305"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","United Kingdom","GBR","2022","YR2022","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","United Kingdom","GBR","2023","YR2023","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","United Kingdom","GBR","2024","YR2024","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Spain","ESP","2013","YR2013","94.1541900634766"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Spain","ESP","2014","YR2014","94.714958190918"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Spain","ESP","2015","YR2015","94.6510314941406"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Spain","ESP","2016","YR2016","95.4447326660156"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Spain","ESP","2017","YR2017","94.8786926269531"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Spain","ESP","2018","YR2018","94.9009094238281"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Spain","ESP","2019","YR2019","94.7023162841797"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Spain","ESP","2020","YR2020","94.5676803588867"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Spain","ESP","2021","YR2021","94.0092010498047"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Spain","ESP","2022","YR2022","93.0252380371094"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Spain","ESP","2023","YR2023","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Spain","ESP","2024","YR2024","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Netherlands","NLD","2013","YR2013","87.8246383666992"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Netherlands","NLD","2014","YR2014","87.9478530883789"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Netherlands","NLD","2015","YR2015","88.6125793457031"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Netherlands","NLD","2016","YR2016","89.1797180175781"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Netherlands","NLD","2017","YR2017","89.0810165405273"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Netherlands","NLD","2018","YR2018","89.3816070556641"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Netherlands","NLD","2019","YR2019","89.2320938110352"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Netherlands","NLD","2020","YR2020","88.9214401245117"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Netherlands","NLD","2021","YR2021","88.4480667114258"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Netherlands","NLD","2022","YR2022","88.6285400390625"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Netherlands","NLD","2023","YR2023","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Netherlands","NLD","2024","YR2024","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Germany","DEU","2013","YR2013","92.6011123657227"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Germany","DEU","2014","YR2014","92.9386215209961"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Germany","DEU","2015","YR2015","93.2091369628906"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Germany","DEU","2016","YR2016","93.3091735839844"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Germany","DEU","2017","YR2017","93.0598220825195"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Germany","DEU","2018","YR2018","92.4847106933594"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Germany","DEU","2019","YR2019","91.5839385986328"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Germany","DEU","2020","YR2020","90.5216827392578"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Germany","DEU","2021","YR2021","90.5738906860352"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Germany","DEU","2022","YR2022","90.2457809448242"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Germany","DEU","2023","YR2023","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Germany","DEU","2024","YR2024","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","France","FRA","2013","YR2013","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","France","FRA","2014","YR2014","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","France","FRA","2015","YR2015","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","France","FRA","2016","YR2016","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","France","FRA","2017","YR2017","92.3666305541992"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","France","FRA","2018","YR2018","92.1541519165039"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","France","FRA","2019","YR2019","91.5382308959961"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","France","FRA","2020","YR2020","91.9781188964844"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","France","FRA","2021","YR2021","91.2592086791992"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","France","FRA","2022","YR2022","91.0036010742188"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","France","FRA","2023","YR2023","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","France","FRA","2024","YR2024","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Australia","AUS","2013","YR2013","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Australia","AUS","2014","YR2014","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Australia","AUS","2015","YR2015","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Australia","AUS","2016","YR2016","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Australia","AUS","2017","YR2017","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Australia","AUS","2018","YR2018","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Australia","AUS","2019","YR2019","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Australia","AUS","2020","YR2020","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Australia","AUS","2021","YR2021","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Australia","AUS","2022","YR2022","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Australia","AUS","2023","YR2023","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Australia","AUS","2024","YR2024","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Austria","AUT","2013","YR2013","95.4508590698242"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Austria","AUT","2014","YR2014","95.0187911987305"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Austria","AUT","2015","YR2015","94.5102081298828"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Austria","AUT","2016","YR2016","93.7537612915039"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Austria","AUT","2017","YR2017","93.3056716918945"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Austria","AUT","2018","YR2018","92.8928527832031"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Austria","AUT","2019","YR2019","93.13623046875"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Austria","AUT","2020","YR2020","93.1524200439453"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Austria","AUT","2021","YR2021","92.7644729614258"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Austria","AUT","2022","YR2022","92.1629409790039"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Austria","AUT","2023","YR2023","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Austria","AUT","2024","YR2024","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Brazil","BRA","2013","YR2013","93.7622909545898"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Brazil","BRA","2014","YR2014","93.4343032836914"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Brazil","BRA","2015","YR2015","96.0512619018555"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Brazil","BRA","2016","YR2016","96.6319885253906"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Brazil","BRA","2017","YR2017","97.5223693847656"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Brazil","BRA","2018","YR2018","96.9330520629883"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Brazil","BRA","2019","YR2019","97.0306930541992"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Brazil","BRA","2020","YR2020","96.2684478759766"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Brazil","BRA","2021","YR2021","94.9770431518555"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Brazil","BRA","2022","YR2022","95.2666473388672"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Brazil","BRA","2023","YR2023","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Brazil","BRA","2024","YR2024","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Belgium","BEL","2013","YR2013","94.4083862304688"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Belgium","BEL","2014","YR2014","95.1755676269531"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Belgium","BEL","2015","YR2015","94.9603424072266"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Belgium","BEL","2016","YR2016","94.4400863647461"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Belgium","BEL","2017","YR2017","94.8713226318359"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Belgium","BEL","2018","YR2018","94.5508499145508"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Belgium","BEL","2019","YR2019","94.6488876342773"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Belgium","BEL","2020","YR2020","94.8558807373047"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Belgium","BEL","2021","YR2021","95.2352981567383"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Belgium","BEL","2022","YR2022","95.4406433105469"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Belgium","BEL","2023","YR2023","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Belgium","BEL","2024","YR2024","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Ireland","IRL","2013","YR2013","94.1724700927734"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Ireland","IRL","2014","YR2014","93.7669219970703"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Ireland","IRL","2015","YR2015","93.1129302978516"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Ireland","IRL","2016","YR2016","92.5962982177734"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Ireland","IRL","2017","YR2017","94.729621887207"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Ireland","IRL","2018","YR2018","94.7925415039062"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Ireland","IRL","2019","YR2019","93.8270568847656"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Ireland","IRL","2020","YR2020","92.8661117553711"
