DATAFLOW,LAST UPDATE,freq,unit,sex,age,citizen,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,United Kingdom,2014,1708.3,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,United Kingdom,2015,1981.3,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,United Kingdom,2016,2193.3,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,United Kingdom,2017,2314.3,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,United Kingdom,2018,2236.6,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,EU27 countries (from 2020) except reporting country,United Kingdom,2019,2294.7,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Germany,2013,38640.0,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Germany,2014,38907.7,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Germany,2015,39175.9,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Germany,2016,40165.1,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Germany,2017,40481.6,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Germany,2018,40635.7,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Germany,2019,41065.1,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Germany,2020,40155.2,b,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Germany,2021,39502.8,b,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Germany,2022,40401.7,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Germany,2023,40816.0,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Germany,2024,40923.6,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Spain,2013,17001.6,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Spain,2014,17210.5,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Spain,2015,17717.5,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Spain,2016,18182.7,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Spain,2017,18648.5,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Spain,2018,19136.3,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Spain,2019,19567.9,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Spain,2020,18957.5,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Spain,2021,19546.2,bd,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Spain,2022,20234.7,d,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Spain,2023,20851.5,d,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Spain,2024,21300.1,d,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2013,181842.1,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2014,183837.5,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2015,185728.4,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2016,188424.9,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2017,191034.9,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2018,192830.1,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2019,194795.4,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2020,191680.5,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2021,192571.0,b,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2022,196945.1,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2023,199013.1,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2024,200748.1,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,France,2013,25546.4,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,France,2014,26108.6,b,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,France,2015,26136.4,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,France,2016,26239.1,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,France,2017,26434.3,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,France,2018,26646.1,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,France,2019,26710.9,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,France,2020,26563.1,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,France,2021,27273.9,bd,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,France,2022,27815.5,d,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,France,2023,28012.0,d,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,France,2024,28363.6,d,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Italy,2013,21755.3,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Italy,2014,21809.5,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Italy,2015,21972.6,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Italy,2016,22241.1,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Italy,2017,22443.6,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Italy,2018,22355.9,b,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Italy,2019,22465.4,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Italy,2020,21943.4,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Italy,2021,21849.2,b,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Italy,2022,22412.5,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Italy,2023,22834.9,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,Italy,2024,23150.0,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,United Kingdom,2013,28916.6,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,United Kingdom,2014,29558.8,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,United Kingdom,2015,30019.6,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,United Kingdom,2016,30443.6,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,United Kingdom,2017,30785.5,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,United Kingdom,2018,31112.0,,
ESTAT:LFSA_EGAN(1.0),17/04/26 11:00:00,Annual,Thousand persons,Total,From 15 to 64 years,Total,United Kingdom,2019,31382.2,,
