Country Name,Country Code,Series Name,Series Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Argentina,ARG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.39351266056681,-3.51326421042003,1.66091253843923,-3.02450095578762,1.91639608148853,-3.41553683867816,-2.69506723533574,-10.3361096878518,10.1485599877349,5.79747980169367,-2.13703473540124,-1.68352700528746
"Venezuela, RB",VEN,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,39.1175398450716,67.1466994164319,135.531505046053,307.478007106374,1049.7472570657,225690.059917835,21922.7615438353,1890.39434223884,1208.54711473506,211.018233802245,367.889226487606,54.7195996964698
"Venezuela, RB",VEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,5.319,5.045,..,..,7.526,..,..,..,..
"Venezuela, RB",VEN,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,65.0000495111946,65.0307234996837,64.9629520913152,64.8246559047344,63.8050030357105,62.3097340797411,60.699620013832,60.3090212704444,61.2315045471495,60.2813863836977,59.7647608212277,59.6546899478671
"Venezuela, RB",VEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.34309403607486,-3.89438647450667,-6.22137102671199,-17.0403345996548,-15.6714088720003,-19.6553415972227,-27.6579678662627,-29.9985699155957,0.955433428579269,8.00091310654791,4.00168591128376,5.29999999999984
"Venezuela, RB",VEN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.128922904421614,-4.98041137903969,-7.20256924845928,-17.557382467255,-15.1185209906493,-17.6129210502629,-25.4843294022527,-28.7827745677021,1.69281877474855,8.09588326352406,3.6788972037278,4.91191547368044
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 04/08/2026,,,,,,,,,,,,,,,
